OPE ID,School,State,Zip Code,School Type,Dependent Students_Q1,Independent Students_Q1,Quarterly Total_Q1,Dependent Students_Q2,Independent Students_Q2,Quarterly Total_Q2,Dependent Students_Q3,Independent Students_Q3,Quarterly Total_Q3,Dependent Students_Q4,Independent Students_Q4,Quarterly Total_Q4,Dependent Students_Q5,Independent Students_Q5,Quarterly Total_Q5
00124300,MOUNT SAINT MARY'S UNIVERSITY           ,CA,90049-1599,Private      ,"1,604",412,"2,016","1,044",754,"1,798",220,329,549,119,230,349,57,108,165
00124500,MT. SAN ANTONIO COLLEGE                 ,CA,91789-1399,Public       ,"4,559","2,191","6,750","7,053","4,895","11,948","2,262","2,608","4,870","2,329","4,031","6,360",517,"1,153","1,670"
00124600,MT SAN JACINTO COLLEGE                  ,CA,92583-2399,Public       ,"3,439","2,387","5,826","3,432","2,621","6,053","2,187","3,146","5,333","1,383","3,298","4,681",853,"4,452","5,305"
00124700,NAPA VALLEY COLLEGE                     ,CA,94558-6236,Public       ,706,366,"1,072","1,104",524,"1,628",437,428,865,276,469,745,111,306,417
00124900,OCCIDENTAL COLLEGE                      ,CA,90041-3314,Private      ,"3,589",96,"3,685","1,516",121,"1,637",137,43,180,61,31,92,74,22,96
00125000,ORANGE COAST COLLEGE - FIN AID OFF      ,CA,92628-5005,Public       ,"3,699","1,247","4,946","4,977","2,160","7,137","2,009","1,666","3,675","1,018","1,291","2,309",451,659,"1,110"
00125100,OTIS COLLEGE OF ART AND DESIGN          ,CA,90045-3505,Private      ,"1,576",159,"1,735",895,226,"1,121",284,121,405,110,92,202,107,53,160
00125200,HOPE INTERNATIONAL UNIVERSITY           ,CA,92631-0000,Private      ,375,139,514,279,214,493,129,181,310,82,106,188,15,48,63
00125300,FRESNO PACIFIC UNIVERSITY               ,CA,93702-4798,Private      ,"1,860",928,"2,788","1,134","1,495","2,629",291,"1,083","1,374",162,593,755,54,340,394
00125500,PACIFIC OAKS COLLEGE                    ,CA,91103-3606,Private      ,30,303,333,22,566,588,8,381,389,7,239,246,0,136,136
00125600,PACIFIC SCHOOL OF RELIGION              ,CA,94709-0000,Private      ,0,9,9,2,28,30,0,17,17,0,27,27,0,17,17
00125800,PACIFIC UNION COLLEGE                   ,CA,94508-9797,Private      ,288,81,369,353,123,476,114,99,213,120,111,231,16,28,44
00125900,PALO VERDE COLLEGE                      ,CA,92225-0000,Public       ,69,91,160,54,96,150,57,144,201,69,163,232,8,74,82
00126000,PALOMAR COLLEGE                         ,CA,92069-1486,Public       ,"3,297","1,553","4,850","3,571","2,063","5,634","1,700","1,870","3,570",936,"1,490","2,426",344,885,"1,229"
00126100,PASADENA CITY COLLEGE                   ,CA,91106-2003,Public       ,"3,825","2,172","5,997","6,197","3,339","9,536","2,076","2,947","5,023","1,443","4,161","5,604",582,"2,551","3,133"
00126200,POINT LOMA NAZARENE UNIVERSITY          ,CA,92106-2899,Private      ,"3,585",560,"4,145","1,805",989,"2,794",456,618,"1,074",237,455,692,129,211,340
00126600,LANEY COLLEGE                           ,CA,94607-4893,Public       ,820,"1,140","1,960","1,221","1,311","2,532",400,"1,343","1,743",476,"2,256","2,732",182,841,"1,023"
00126700,MERRITT COLLEGE                         ,CA,94619-3196,Public       ,560,697,"1,257",926,"1,066","1,992",276,819,"1,095",277,"1,218","1,495",111,523,634
00126800,PORTERVILLE COLLEGE                     ,CA,93257-6059,Public       ,974,387,"1,361",755,448,"1,203",364,519,883,295,517,812,88,486,574
00126900,RIO HONDO COLLEGE                       ,CA,90601-1699,Public       ,"2,296","1,119","3,415","3,912","1,974","5,886","1,049","1,224","2,273",635,"2,233","2,868",260,"1,072","1,332"
00127000,RIVERSIDE CITY COLLEGE                  ,CA,92506-1299,Public       ,"6,331","2,624","8,955","6,887","4,251","11,138","2,642","3,092","5,734","1,721","2,651","4,372",766,"1,298","2,064"
00127200,SAN BERNARDINO VALLEY COLLEGE           ,CA,92410-2798,Public       ,"2,563","2,260","4,823","2,523","2,790","5,313","1,259","2,437","3,696",850,"2,047","2,897",348,"1,062","1,410"
00127300,SAN DIEGO CITY COLLEGE                  ,CA,92101-4787,Public       ,"2,724","2,136","4,860","3,327","3,342","6,669","1,268","2,824","4,092",886,"2,261","3,147",312,"1,416","1,728"
00127500,SAN DIEGO MESA COLLEGE                  ,CA,92111-4996,Public       ,"2,742","1,775","4,517","3,550","3,043","6,593","1,716","2,582","4,298","1,141","1,929","3,070",417,"1,093","1,510"
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC     ,CA,94122-4498,Private      ,291,86,377,119,239,358,41,41,82,22,21,43,14,7,21
00128000,SAN JOAQUIN DELTA COLLEGE               ,CA,95207-6370,Public       ,"3,066","1,722","4,788","3,717","2,332","6,049","1,459","1,745","3,204","1,039","1,747","2,786",434,933,"1,367"
00128100,WILLIAM JESSUP UNIVERSITY               ,CA,95765-3784,Private      ,517,212,729,452,308,760,158,160,318,127,143,270,43,53,96
00128200,SAN JOSE CITY COLLEGE                   ,CA,95128-2797,Public       ,"1,443",873,"2,316","2,100","1,508","3,608",740,"1,129","1,869",612,"1,603","2,215",258,619,877
00128400,SANTA ANA COLLEGE                       ,CA,92706-3398,Public       ,"2,381","1,163","3,544","3,692","2,154","5,846",961,"1,704","2,665",905,"1,684","2,589",269,708,977
00128500,SANTA BARBARA CITY COLLEGE              ,CA,93109-2394,Public       ,"2,251",796,"3,047","2,877","1,158","4,035","1,018",948,"1,966",630,858,"1,488",302,375,677
00128600,SANTA MONICA COLLEGE                    ,CA,90405-1644,Public       ,"3,803","1,875","5,678","6,233","3,491","9,724","2,015","2,813","4,828","1,486","2,689","4,175",486,"1,211","1,697"
00128700,SANTA ROSA JUNIOR COLLEGE               ,CA,95401-4395,Public       ,"2,100","1,004","3,104","2,591","1,465","4,056","1,183","1,266","2,449",758,999,"1,757",344,707,"1,051"
00128800,CLAREMONT SCHOOL OF THEOLOGY            ,CA,91711-0000,Private      ,2,17,19,0,42,42,3,30,33,1,16,17,0,5,5
00128900,SHASTA COLLEGE                          ,CA,96049-7692,Public       ,"1,013","1,115","2,128","1,456","1,416","2,872",660,"1,624","2,284",430,"1,272","1,702",191,761,952
00129000,SIERRA COLLEGE                          ,CA,95677-3397,Public       ,"2,632","1,294","3,926","4,238","1,859","6,097","1,391","1,622","3,013",697,"1,354","2,051",508,815,"1,323"
00129100,SIMPSON UNIVERSITY                      ,CA,96003-8606,Private      ,371,162,533,390,280,670,112,163,275,58,136,194,24,60,84
00129200,SOLANO COMMUNITY COLLEGE                ,CA,94534-3197,Public       ,"1,052",752,"1,804","1,388","1,018","2,406",776,879,"1,655",486,868,"1,354",225,470,695
00129300,VANGUARD UNIVERSITY OF SOUTHERN CA      ,CA,92626-6597,Private      ,"1,539",162,"1,701","1,242",282,"1,524",233,162,395,182,184,366,45,69,114
00129400,SOUTHWESTERN COLLEGE                    ,CA,91910-7299,Public       ,"2,471","1,297","3,768","3,773","2,127","5,900","1,722","1,954","3,676","1,502","2,790","4,292",433,"1,105","1,538"
00129500,SOUTHWESTERN LAW SCHOOL                 ,CA,90010-1106,Private      ,31,294,325,36,854,890,10,388,398,7,104,111,2,35,37
00129600,DOMINICAN SCH PHILOSOPHY & THEOLOGY     ,CA,94709-0000,Private      ,2,6,8,6,11,17,0,3,3,1,2,3,0,4,4
00130200,SAINT MARY'S COLLEGE OF CALIFORNIA      ,CA,94556-0000,Private      ,"1,849",184,"2,033","1,065",405,"1,470",300,253,553,179,128,307,77,48,125
00130500,STANFORD UNIVERSITY                     ,CA,94305-6106,Private      ,"33,497","1,978","35,475","7,561","1,968","9,529","1,586",673,"2,259","1,050",517,"1,567",878,367,"1,245"
00130501,STANFORD UNIVERSITY - SCHOOL OF MEDICINE,CA,94305-5404,Private      ,786,309,"1,095",196,351,547,53,151,204,57,116,173,43,41,84
00130502,STANFORD UNIVERSITY - GRAD SCH BUSINESS ,CA,94305-7298,Private      ,237,248,485,69,249,318,33,187,220,35,110,145,13,51,64
00130503,STANFORD UNIVERSITY - STANFORD LAW SCHOO,CA,94305-8610,Private      ,298,613,911,99,"1,233","1,332",28,229,257,34,120,154,19,44,63
00130700,FRESNO CITY COLLEGE                     ,CA,93741-0002,Public       ,"6,190","3,506","9,696","6,266","3,829","10,095","1,843","3,396","5,239","1,473","2,705","4,178",644,"1,604","2,248"
00130800,REEDLEY COLLEGE                         ,CA,93654-2099,Public       ,"1,783",577,"2,360","1,918",684,"2,602",560,584,"1,144",415,479,894,188,301,489
00130900,TAFT COLLEGE                            ,CA,93268-2317,Public       ,507,307,814,561,452,"1,013",203,400,603,175,375,550,64,168,232
00131200,"UNIVERSITY OF CALIFORNIA, BERKELEY      ",CA,94720-1520,Public       ,"62,073","6,064","68,137","34,853","8,896","43,749","2,651","2,141","4,792","1,790","1,428","3,218","1,663",837,"2,500"
00131300,UNIVERSITY OF CALIFORNIA-DAVIS          ,CA,95616-8558,Public       ,"44,684","4,651","49,335","30,664","8,024","38,688","2,158","1,533","3,691","1,322",971,"2,293","1,208",507,"1,715"
00131400,UNIVERSITY OF CALIFORNIA-IRVINE         ,CA,92697-0001,Public       ,"60,102","4,637","64,739","41,084","8,548","49,632","2,432","1,844","4,276","1,624","1,130","2,754","1,584",542,"2,126"
00131500,UNIVERSITY OF CALIFORNIA (UCLA)         ,CA,90095-9000,Public       ,"80,310","8,209","88,519","46,958","11,798","58,756","3,432","3,348","6,780","2,400","2,097","4,497","2,363","1,078","3,441"
00131502,UNIV OF CALIFORNIA LOS ANG SCH MED      ,CA,90095-0000,Public       ,353,291,644,128,557,685,24,109,133,25,53,78,13,24,37
00131503,UNIV OF CALIFORNIA LOS ANG DENTAL       ,CA,90095-0000,Public       ,85,70,155,50,67,117,8,17,25,6,15,21,3,5,8
00131600,UNIVERSITY OF CALIFORNIA-RIVERSIDE      ,CA,92521-0209,Public       ,"30,968","2,887","33,855","25,024","5,165","30,189","2,725","1,643","4,368","1,335",993,"2,328",930,432,"1,362"
00131700,UNIVERSITY OF CALIFORNIA-SAN DIEGO      ,CA,92093-0013,Public       ,"57,193","3,971","61,164","38,144","6,473","44,617","2,675","1,655","4,330","1,658","1,008","2,666","1,593",575,"2,168"
00131900,UNIVERSITY OF CALIFORNIA-SFRANCISCO     ,CA,94143-0402,Public       ,"2,794","1,183","3,977",902,"2,403","3,305",158,414,572,150,274,424,98,124,222
00132000,UNIVERSITY OF CALIFORNIA-SANTA BARB     ,CA,93106-3180,Public       ,"45,865","2,231","48,096","31,553","4,027","35,580","2,312",771,"3,083","1,386",479,"1,865","1,241",273,"1,514"
00132100,UNIVERSITY OF CALIFORNIA-SANTA CRUZ     ,CA,95064-0001,Public       ,"31,166","1,730","32,896","22,252","2,663","24,915","1,836",612,"2,448",964,379,"1,343",912,245,"1,157"
00132200,UNIVERSITY OF REDLANDS                  ,CA,92373-0999,Private      ,"3,437",527,"3,964","1,857",861,"2,718",192,488,680,146,353,499,87,169,256
00132500,UNIVERSITY OF SAN FRANCISCO             ,CA,94117-1080,Private      ,"10,608","1,491","12,099","5,488","3,028","8,516",761,989,"1,750",416,513,929,334,277,611
00132600,SANTA CLARA UNIVERSITY                  ,CA,95053-4956,Private      ,"9,575",589,"10,164","2,811","1,173","3,984",538,585,"1,123",300,277,577,250,125,375
00132604,JESUIT SCHOOL OF THEOLOGY - BERKELEY    ,CA,94709-1193,Private      ,0,1,1,4,8,12,0,3,3,2,3,5,0,2,2
00132800,UNIVERSITY OF SOUTHERN CALIFORNIA       ,CA,90089-0914,Private      ,"51,939","7,984","59,923","18,281","10,507","28,788","2,060","5,314","7,374","1,462","2,583","4,045","1,512","1,309","2,821"
00132900,UNIVERSITY OF THE PACIFIC               ,CA,95211-0197,Private      ,"3,497","1,268","4,765","1,850","1,871","3,721",424,906,"1,330",223,547,770,116,202,318
00133400,VENTURA COLLEGE                         ,CA,93003-3899,Public       ,"1,961",818,"2,779","2,569","1,173","3,742",,,,,,,,,
00133500,VICTOR VALLEY COLLEGE                   ,CA,92395-5849,Public       ,"2,162","1,774","3,936","2,883","2,499","5,382","1,270","2,094","3,364","1,183","2,502","3,685",443,"1,102","1,545"
00133800,WEST VALLEY COLLEGE                     ,CA,95070-5697,Public       ,628,273,901,"1,185",430,"1,615",558,348,906,351,602,953,143,313,456
00134100,WESTMONT COLLEGE                        ,CA,93108-1099,Private      ,"1,342",63,"1,405",776,61,837,292,61,353,125,31,156,56,19,75
00134200,WHITTIER COLLEGE                        ,CA,90601-0000,Private      ,"1,205",115,"1,320",861,164,"1,025",137,90,227,78,79,157,28,28,56
00134300,WOODBURY UNIVERSITY                     ,CA,91510-7846,Private      ,783,97,880,649,267,916,104,79,183,70,55,125,35,28,63
00134400,YUBA COLLEGE                            ,CA,95901-7699,Public       ,776,593,"1,369","1,064",699,"1,763",519,736,"1,255",378,729,"1,107",136,330,466
00177212,TRINITY INTERNATIONAL UNIV-CA           ,CA,92705-0000,Private      ,6,95,101,7,166,173,4,203,207,1,142,143,0,99,99
00188100,ASHFORD UNIVERSITY                      ,CA,92123-1406,Proprietary  ,177,"2,702","2,879",311,"7,560","7,871",243,"5,426","5,669",275,"5,483","5,758",173,"3,725","3,898"
00274100,AMERICAN JEWISH UNIVERSITY              ,CA,90077-1599,Private      ,1,13,14,3,34,37,1,27,28,0,25,25,0,9,9
00301002,ANTIOCH UNIV/LOS ANGELES                ,CA,90230-7615,Private      ,25,174,199,28,338,366,8,305,313,3,182,185,7,103,110
00301003,ANTIOCH  UNIV/SANTA BARBARA             ,CA,93101-0000,Private      ,517,96,613,292,200,492,35,114,149,24,86,110,32,43,75
00369110,MIDDLEBURY COLLEGE - MONTEREY INSTITUTE ,CA,93940-2691,Private      ,35,115,150,21,179,200,2,53,55,6,53,59,1,27,28
00394700,UC-HASTINGS COLLEGE OF THE LAW          ,CA,94102-0000,Public       ,29,419,448,19,"1,314","1,333",3,357,360,1,122,123,0,31,31
00408000,STARR KING SCHOOL FOR THE MINISTRY      ,CA,94613-1000,Private      ,2,7,9,0,56,56,0,20,20,0,17,17,0,6,6
00448000,DE ANZA COLLEGE                         ,CA,95014-5793,Public       ,"2,212",750,"2,962","3,636","1,471","5,107","1,227",929,"2,156","1,059","1,395","2,454",386,"1,730","2,116"
00448100,OHLONE COLLEGE                          ,CA,94539-5847,Public       ,847,405,"1,252","1,145",565,"1,710",435,623,"1,058",332,"1,885","2,217",148,467,615
00448400,JOHN F. KENNEDY UNIVERSITY              ,CA,94523-4817,Private      ,8,16,24,9,41,50,2,26,28,1,18,19,0,12,12
00450200,CITY COLLEGE OF SAN FRANCISCO           ,CA,94112-1821,Public       ,"2,039","1,647","3,686","2,730","2,919","5,649",714,"2,169","2,883",556,"2,558","3,114",272,"1,246","1,518"
00563800,DOWNEY ADULT SCHOOL                     ,CA,90241-5610,Public       ,37,105,142,73,210,283,48,226,274,39,170,209,19,145,164
00565500,HACIENDA LA PUENTE ADULT EDUC CTR       ,CA,91746-0000,Public       ,38,88,126,59,121,180,49,123,172,49,133,182,15,63,78
00616500,LA CNTY CLG OF NURSING & ALLD HLTH      ,CA,90033-1018,Public       ,108,119,227,115,173,288,23,97,120,14,70,84,13,37,50
00672000,COLLEGE OF ALAMEDA                      ,CA,94501-2109,Public       ,476,568,"1,044",734,643,"1,377",226,516,742,258,766,"1,024",125,375,500
00673100,CASA LOMA COLLEGE                       ,CA,91405-4523,Private      ,83,210,293,56,140,196,,,,,,,,,
00697300,CANADA COLLEGE                          ,CA,94061-1099,Public       ,421,259,680,628,378,"1,006",228,314,542,171,413,584,63,270,333
00697500,LINCOLN UNIVERSITY                      ,CA,94612-2801,Private      ,32,11,43,4,7,11,27,22,49,14,18,32,1,9,10
00701200,SAMUEL MERRITT UNIVERSITY               ,CA,94609-3108,Private      ,138,514,652,130,"1,284","1,414",34,500,534,19,331,350,19,185,204
00704700,LOS ANGELES SOUTHWEST COLLEGE           ,CA,90047-4810,Public       ,616,793,"1,409","1,274","1,618","2,892",261,975,"1,236",253,"1,142","1,395",117,504,621
00705000,BELLUS ACADEMY                          ,CA,91950-3616,Proprietary  ,31,78,109,56,110,166,49,129,178,57,130,187,32,82,114
00711500,MOORPARK COLLEGE                        ,CA,93021-1695,Public       ,"1,653",689,"2,342","2,523","1,030","3,553","1,346",991,"2,337",752,770,"1,522",358,545,903
00713000,NEWBERRY SCHOOL OF BEAUTY               ,CA,91344-7404,Proprietary  ,9,8,17,32,18,50,10,14,24,5,10,15,0,9,9
00714200,LYLE'S COLLEGE OF BEAUTY                ,CA,93710-3948,Proprietary  ,71,45,116,73,87,160,25,66,91,27,63,90,9,25,34
00718700,NORTH ADRIAN'S COLLEGE OF BEAUTY        ,CA,95350-2381,Proprietary  ,34,26,60,37,36,73,38,39,77,29,51,80,19,36,55
00720300,SALON SUCCESS ACADEMY                   ,CA,91786-4060,Proprietary  ,48,85,133,88,171,259,54,133,187,76,131,207,40,67,107
00720400,MODERN BEAUTY ACADEMY                   ,CA,93030-7016,Proprietary  ,22,14,36,35,26,61,22,22,44,20,19,39,5,16,21
00720900,REDONDO BEACH BEAUTY COLLEGE            ,CA,90505-5909,Proprietary  ,12,14,26,18,21,39,6,15,21,8,22,30,5,16,21
00725300,FEDERICO BEAUTY INSTITUTE               ,CA,95834-1905,Proprietary  ,101,117,218,144,190,334,69,145,214,50,102,152,26,73,99
00729600,COLEMAN UNIVERSITY                      ,CA,92123-1506,Private      ,28,23,51,28,28,56,6,20,26,9,25,34,5,12,17
00746901,HUSSIAN COLLEGE-RELATIVITY CAMPUS CALIFO,CA,90017-2019,Proprietary  ,76,7,83,68,16,84,35,2,37,0,0,0,0,0,0
00753100,ACADEMY OF ART UNIVERSITY               ,CA,94105-3410,Proprietary  ,"2,303","1,353","3,656","1,811","2,370","4,181",766,"1,437","2,203",603,"1,460","2,063",264,671,935
00753600,COSUMNES RIVER COLLEGE                  ,CA,95823-5799,Public       ,"3,265","1,959","5,224","4,482","2,915","7,397","1,722","2,561","4,283",902,"1,842","2,744",459,"1,148","1,607"
00760700,CONCORDE CAREER INSTITUTE               ,CA,91606-3134,Proprietary  ,46,115,161,106,176,282,44,143,187,44,106,150,19,87,106
00770700,COLUMBIA COLLEGE                        ,CA,95370-8580,Public       ,342,322,664,353,311,664,248,309,557,206,252,458,70,162,232
00771300,SKYLINE COLLEGE                         ,CA,94066-1698,Public       ,883,442,"1,325","1,125",545,"1,670",340,438,778,250,399,649,114,251,365
00793000,CONCORDE CAREER INSTITUTE               ,CA,92108-0000,Proprietary  ,90,246,336,94,285,379,96,263,359,80,201,281,46,149,195
00799300,CALIF STATE UNIV BAKERSFIELD            ,CA,93311-1022,Public       ,"8,245","2,617","10,862","7,067","2,893","9,960",867,"1,360","2,227",552,"1,082","1,634",298,497,795
00807100,CONCORDE CAREER INSTITUTE               ,CA,92840-9201,Proprietary  ,58,216,274,108,284,392,62,206,268,65,131,196,35,129,164
00807300,BUTTE COMMUNITY COLLEGE                 ,CA,95965-0000,Public       ,"1,418","1,004","2,422","2,137","1,470","3,607",906,"1,180","2,086",760,"1,290","2,050",278,633,911
00853700,CONCORDE CAREER INSTITUTE               ,CA,92401-0000,Proprietary  ,119,187,306,140,282,422,107,266,373,105,219,324,48,141,189
00859600,WEST LOS ANGELES COLLEGE                ,CA,90230-3500,Public       ,859,"1,106","1,965","1,593","2,006","3,599",454,"1,359","1,813",399,"1,499","1,898",148,630,778
00859700,FEATHER RIVER COLLEGE                   ,CA,95971-9124,Public       ,206,168,374,349,130,479,100,123,223,70,159,229,28,100,128
00884400,CALIFORNIA CHRISTIAN COLLEGE            ,CA,93727-2610,Private      ,49,27,76,46,44,90,15,22,37,3,20,23,3,23,26
00884600,WRIGHT INSTITUTE                        ,CA,94704-0000,Private      ,0,88,88,1,186,187,0,114,114,1,72,73,0,16,16
00890300,COLLEGE OF THE CANYONS                  ,CA,91355-1899,Public       ,"1,909",815,"2,724","3,334","1,584","4,918","1,460","1,155","2,615",762,"1,070","1,832",225,463,688
00891800,SADDLEBACK COLLEGE                      ,CA,92692-3699,Public       ,"1,646","1,230","2,876","2,373","1,501","3,874","1,529","1,278","2,807",596,"1,133","1,729",303,628,931
00902200,ASSOCIATED TECHNICAL COLLEGE            ,CA,90017-0000,Proprietary  ,61,44,105,73,77,150,15,98,113,9,106,115,10,93,103
00903200,EMPIRE COLLEGE                          ,CA,95403-2122,Proprietary  ,18,33,51,19,43,62,6,26,32,9,30,39,2,14,16
00927200,CRAFTON HILLS COLLEGE                   ,CA,92399-1799,Public       ,907,638,"1,545","1,098",880,"1,978",550,768,"1,318",429,616,"1,045",172,349,521
00950900,CHARLES A JONES CAREER & EDUCATION CNTR ,CA,95824-1529,Public       ,30,58,88,60,108,168,20,97,117,21,62,83,8,39,47
